1686622403.282145,s4-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1686622403.282296,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1686622404.282555,s4-eth2,783.00,115.00,898.00,115,783,9.00,1.00,10.00,1,9,0.00,0.00,0,0
1686622404.282697,total,783.00,115.00,898.00,115,783,9.00,1.00,10.00,1,9,0.00,0.00,0,0
1686622405.283181,s4-eth2,1044.00,115.00,1159.00,115,1044,12.00,1.00,13.00,1,12,0.00,0.00,0,0
1686622405.283256,total,1044.00,115.00,1159.00,115,1044,12.00,1.00,13.00,1,12,0.00,0.00,0,0
1686622406.284376,s4-eth2,695.30,114.89,810.19,115,696,7.99,1.00,8.99,1,8,0.00,0.00,0,0
1686622406.284469,total,695.30,114.89,810.19,115,696,7.99,1.00,8.99,1,8,0.00,0.00,0,0
1686622407.284669,s4-eth2,1044.00,0.00,1044.00,0,1044,12.00,0.00,12.00,0,12,0.00,0.00,0,0
1686622407.285138,total,1044.00,0.00,1044.00,0,1044,12.00,0.00,12.00,0,12,0.00,0.00,0,0
1686622408.285422,s4-eth2,870.00,115.00,985.00,115,870,10.00,1.00,11.00,1,10,0.00,0.00,0,0
1686622408.285531,total,870.00,115.00,985.00,115,870,10.00,1.00,11.00,1,10,0.00,0.00,0,0
1686622409.285795,s4-eth2,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622409.285905,total,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622410.286462,s4-eth2,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622410.286563,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622411.286922,s4-eth2,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622411.287134,total,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622412.287623,s4-eth2,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622412.287757,total,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622413.288162,s4-eth2,1392.00,0.00,1392.00,0,1392,16.00,0.00,16.00,0,16,0.00,0.00,0,0
1686622413.288291,total,1392.00,0.00,1392.00,0,1392,16.00,0.00,16.00,0,16,0.00,0.00,0,0
1686622414.289075,s4-eth2,957.00,543.00,1500.00,543,957,11.00,5.00,16.00,5,11,0.00,0.00,0,0
1686622414.289187,total,957.00,543.00,1500.00,543,957,11.00,5.00,16.00,5,11,0.00,0.00,0,0
1686622415.290548,s4-eth2,869.13,114.89,984.02,115,870,9.99,1.00,10.99,1,10,0.00,0.00,0,0
1686622415.290611,total,869.13,114.89,984.02,115,870,9.99,1.00,10.99,1,10,0.00,0.00,0,0
1686622416.290910,s4-eth2,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622416.290983,total,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622417.293308,s4-eth2,434.13,0.00,434.13,0,435,4.99,0.00,4.99,0,5,0.00,0.00,0,0
1686622417.293393,total,434.13,0.00,434.13,0,435,4.99,0.00,4.99,0,5,0.00,0.00,0,0
1686622418.293648,s4-eth2,870.00,0.00,870.00,0,870,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622418.293722,total,870.00,0.00,870.00,0,870,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622419.294566,s4-eth2,435.00,115.00,550.00,115,435,5.00,1.00,6.00,1,5,0.00,0.00,0,0
1686622419.294641,total,435.00,115.00,550.00,115,435,5.00,1.00,6.00,1,5,0.00,0.00,0,0
1686622420.295252,s4-eth2,1044.00,115.00,1159.00,115,1044,12.00,1.00,13.00,1,12,0.00,0.00,0,0
1686622420.295796,total,1042.96,114.89,1157.84,115,1044,11.99,1.00,12.99,1,12,0.00,0.00,0,0
1686622421.296186,s4-eth2,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622421.296371,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622422.296853,s4-eth2,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622422.297225,total,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622423.297451,s4-eth2,1044.00,115.00,1159.00,115,1044,12.00,1.00,13.00,1,12,0.00,0.00,0,0
1686622423.297568,total,1044.00,115.00,1159.00,115,1044,12.00,1.00,13.00,1,12,0.00,0.00,0,0
1686622424.297909,s4-eth2,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622424.298013,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622425.298317,s4-eth2,870.00,0.00,870.00,0,870,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622425.298515,total,870.00,0.00,870.00,0,870,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622426.298761,s4-eth2,1218.00,0.00,1218.00,0,1218,14.00,0.00,14.00,0,14,0.00,0.00,0,0
1686622426.298834,total,1218.00,0.00,1218.00,0,1218,14.00,0.00,14.00,0,14,0.00,0.00,0,0
1686622427.299389,s4-eth2,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622427.299580,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622428.300004,s4-eth2,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622428.300071,total,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622429.300306,s4-eth2,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622429.300435,total,957.00,0.00,957.00,0,957,11.00,0.00,11.00,0,11,0.00,0.00,0,0
1686622430.301004,s4-eth2,435.00,0.00,435.00,0,435,5.00,0.00,5.00,0,5,0.00,0.00,0,0
1686622430.301059,total,435.00,0.00,435.00,0,435,5.00,0.00,5.00,0,5,0.00,0.00,0,0
1686622431.302218,s4-eth2,347.65,0.00,347.65,0,348,4.00,0.00,4.00,0,4,0.00,0.00,0,0
1686622431.302263,total,347.65,0.00,347.65,0,348,4.00,0.00,4.00,0,4,0.00,0.00,0,0
