1686622403.272485,s1-eth6,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1686622403.273389,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1686622404.273701,s1-eth6,869.13,0.00,869.13,0,870,9.99,0.00,9.99,0,10,0.00,0.00,0,0
1686622404.273770,total,870.00,0.00,870.00,0,870,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622405.274151,s1-eth6,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622405.274169,total,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622406.282332,s1-eth6,690.48,0.00,690.48,0,696,7.94,0.00,7.94,0,8,0.00,0.00,0,0
1686622406.282436,total,690.48,0.00,690.48,0,696,7.94,0.00,7.94,0,8,0.00,0.00,0,0
1686622407.282937,s1-eth6,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622407.282953,total,609.00,0.00,609.00,0,609,7.00,0.00,7.00,0,7,0.00,0.00,0,0
1686622408.283636,s1-eth6,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622408.283696,total,522.00,0.00,522.00,0,522,6.00,0.00,6.00,0,6,0.00,0.00,0,0
1686622409.283997,s1-eth6,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622409.284052,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622410.284716,s1-eth6,1131.00,115.00,1246.00,115,1131,13.00,1.00,14.00,1,13,0.00,0.00,0,0
1686622410.284798,total,1131.00,115.00,1246.00,115,1131,13.00,1.00,14.00,1,13,0.00,0.00,0,0
1686622411.285485,s1-eth6,522.00,115.00,637.00,115,522,6.00,1.00,7.00,1,6,0.00,0.00,0,0
1686622411.285495,total,522.00,115.00,637.00,115,522,6.00,1.00,7.00,1,6,0.00,0.00,0,0
1686622412.286306,s1-eth6,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622412.286316,total,783.00,0.00,783.00,0,783,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1686622413.287935,s1-eth6,608.39,114.89,723.28,115,609,6.99,1.00,7.99,1,7,0.00,0.00,0,0
1686622413.287944,total,608.39,114.89,723.28,115,609,6.99,1.00,7.99,1,7,0.00,0.00,0,0
1686622414.288579,s1-eth6,970.00,0.00,970.00,0,970,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622414.288595,total,970.00,0.00,970.00,0,970,10.00,0.00,10.00,0,10,0.00,0.00,0,0
1686622415.290158,s1-eth6,1129.87,0.00,1129.87,0,1131,12.99,0.00,12.99,0,13,0.00,0.00,0,0
1686622415.290191,total,1129.87,0.00,1129.87,0,1131,12.99,0.00,12.99,0,13,0.00,0.00,0,0
1686622416.290497,s1-eth6,696.00,0.00,696.00,0,696,8.00,0.00,8.00,0,8,0.00,0.00,0,0
1686622416.290509,total,696.00,0.00,696.00,0,696,8.00,0.00,8.00,0,8,0.00,0.00,0,0
1686622417.293482,s1-eth6,1041.92,114.77,1156.69,115,1044,11.98,1.00,12.97,1,12,0.00,0.00,0,0
1686622417.293493,total,1041.92,114.77,1156.69,115,1044,11.98,1.00,12.97,1,12,0.00,0.00,0,0
1686622418.294791,s1-eth6,521.48,114.89,636.36,115,522,5.99,1.00,6.99,1,6,0.00,0.00,0,0
1686622418.294804,total,521.48,114.89,636.36,115,522,5.99,1.00,6.99,1,6,0.00,0.00,0,0
